Market,Customer,Business Segment,Category,Model,Color,SalesDate,SalesPeriod,ListPrice,UnitPrice,OrderQty,Sales Amount
Southwest,Sturdy Toys,Bikes,Mountain Bikes,Mountain-200,Silver,8/2/2009,8/1/2009,2320,1392,4,5568
Southwest,Sturdy Toys,Components,Mountain Frames,ML Mountain Frame-W,Silver,8/28/2009,8/1/2009,364,218,2,437
Southwest,Sturdy Toys,Clothing,Shorts,Women's Mountain Shorts,Black,8/24/2009,8/1/2009,70,38,16,616
Southwest,Sturdy Toys,Components,Saddles,LL Mountain Seat/Saddle 2,,8/29/2009,8/1/2009,27,16,3,49
Southwest,Sturdy Toys,Components,Handlebars,LL Mountain Handlebars,,8/13/2009,8/1/2009,45,27,4,107
Southwest,Sturdy Toys,Components,Pedals,LL Mountain Pedal,Silver/Black,8/27/2009,8/1/2009,40,24,3,73
Southwest,Sturdy Toys,Components,Mountain Frames,LL Mountain Frame,Black,8/28/2009,8/1/2009,250,150,3,450
Southwest,Sturdy Toys,Clothing,Shorts,Women's Mountain Shorts,Black,8/16/2009,8/1/2009,70,42,2,84
Northeast,Executive Gift Store,Bikes,Mountain Bikes,Mountain-500,Silver,8/24/2009,8/1/2009,565,339,2,678
Northeast,Executive Gift Store,Components,Mountain Frames,HL Mountain Frame,Silver,8/28/2009,8/1/2009,1365,819,1,819
Northeast,Executive Gift Store,Components,Mountain Frames,LL Mountain Frame,Silver,8/11/2009,8/1/2009,264,158,2,317
Northeast,Executive Gift Store,Components,Bottom Brackets,HL Bottom Bracket,,8/10/2009,8/1/2009,121,73,1,73
Southwest,Big Cycle Mall,Components,Saddles,LL Touring Seat/Saddle,,8/18/2009,8/1/2009,27,16,1,16
Southwest,Big Cycle Mall,Bikes,Touring Bikes,Touring-1000,Yellow,8/24/2009,8/1/2009,2384,954,1,954
Southwest,Big Cycle Mall,Components,Touring Frames,LL Touring Frame,Blue,8/14/2009,8/1/2009,333,200,1,200
Southwest,Big Cycle Mall,Bikes,Touring Bikes,Touring-1000,Blue,8/20/2009,8/1/2009,2384,1430,3,4291
Northwest,Brightwork Company,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/24/2009,8/1/2009,54,32,5,162
Northwest,Brightwork Company,Clothing,Gloves,Half-Finger Gloves,Black,8/20/2009,8/1/2009,24,15,2,29
Northwest,Brightwork Company,Bikes,Mountain Bikes,Mountain-200,Black,8/3/2009,8/1/2009,2295,1377,2,2754
Northwest,Brightwork Company,Accessories,Helmets,Sport-100,Black,8/25/2009,8/1/2009,35,21,1,21
Northwest,Brightwork Company,Clothing,Caps,Cycling Cap,Multi,8/23/2009,8/1/2009,9,5,3,16
Northwest,Brightwork Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,8/15/2009,8/1/2009,50,30,4,120
Northwest,Brightwork Company,Accessories,Hydration Packs,Hydration Pack,Silver,8/11/2009,8/1/2009,55,33,2,66
Northwest,Brightwork Company,Accessories,Bottles and Cages,Water Bottle,,8/23/2009,8/1/2009,5,3,6,18
Northwest,Brightwork Company,Components,Handlebars,ML Mountain Handlebars,,8/10/2009,8/1/2009,62,37,2,74
Northwest,Brightwork Company,Clothing,Shorts,Women's Mountain Shorts,Black,8/30/2009,8/1/2009,70,42,3,126
Northwest,Brightwork Company,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/31/2009,8/1/2009,54,32,3,97
Northwest,Brightwork Company,Accessories,Helmets,Sport-100,Red,8/5/2009,8/1/2009,35,21,3,63
Northwest,Brightwork Company,Accessories,Helmets,Sport-100,Blue,8/7/2009,8/1/2009,35,21,3,63
Northwest,Brightwork Company,Accessories,Bike Racks,Hitch Rack - 4-Bike,,8/11/2009,8/1/2009,120,72,5,360
Northwest,Brightwork Company,Clothing,Vests,Classic Vest,Blue,8/11/2009,8/1/2009,64,38,6,229
Northwest,Brightwork Company,Components,Saddles,HL Mountain Seat/Saddle 2,,8/11/2009,8/1/2009,53,32,1,32
Northwest,Brightwork Company,Clothing,Shorts,Women's Mountain Shorts,Black,8/3/2009,8/1/2009,70,42,3,126
Northwest,Brightwork Company,Accessories,Cleaners,Bike Wash,,8/14/2009,8/1/2009,8,5,4,19
Northwest,Brightwork Company,Clothing,Shorts,Women's Mountain Shorts,Black,8/7/2009,8/1/2009,70,42,4,168
Southeast,Consolidated Sales,Clothing,Vests,Classic Vest,Blue,8/21/2009,8/1/2009,64,38,4,152
Southeast,Consolidated Sales,Clothing,Shorts,Women's Mountain Shorts,Black,8/16/2009,8/1/2009,70,38,18,693
Southeast,Consolidated Sales,Clothing,Shorts,Women's Mountain Shorts,Black,8/16/2009,8/1/2009,70,38,15,577
Southeast,Consolidated Sales,Components,Pedals,LL Mountain Pedal,Silver/Black,8/31/2009,8/1/2009,40,24,4,97
Southeast,Consolidated Sales,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,8/23/2009,8/1/2009,50,30,3,90
Southeast,Consolidated Sales,Accessories,Cleaners,Bike Wash,,8/7/2009,8/1/2009,8,5,3,14
Southeast,Consolidated Sales,Accessories,Helmets,Sport-100,Blue,8/21/2009,8/1/2009,35,21,4,84
Southeast,Consolidated Sales,Components,Saddles,HL Mountain Seat/Saddle 2,,8/27/2009,8/1/2009,53,32,4,126
Southeast,Consolidated Sales,Clothing,Vests,Classic Vest,Blue,8/18/2009,8/1/2009,64,38,4,152
Southeast,Consolidated Sales,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/17/2009,8/1/2009,54,32,2,65
Southeast,Consolidated Sales,Accessories,Helmets,Sport-100,Red,8/13/2009,8/1/2009,35,21,5,105
Southeast,Consolidated Sales,Accessories,Bottles and Cages,Water Bottle,,8/2/2009,8/1/2009,5,3,2,6
Southeast,Consolidated Sales,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/17/2009,8/1/2009,54,32,2,65
Southeast,Consolidated Sales,Accessories,Bike Racks,Hitch Rack - 4-Bike,,8/7/2009,8/1/2009,120,72,2,144
Southeast,Consolidated Sales,Components,Handlebars,ML Mountain Handlebars,,8/28/2009,8/1/2009,62,37,2,74
Southeast,Consolidated Sales,Accessories,Hydration Packs,Hydration Pack,Silver,8/15/2009,8/1/2009,55,33,3,99
Southeast,Consolidated Sales,Components,Pedals,HL Mountain Pedal,Silver/Black,8/28/2009,8/1/2009,81,49,2,97
Southeast,Consolidated Sales,Clothing,Gloves,Half-Finger Gloves,Black,8/10/2009,8/1/2009,24,15,5,73
Southeast,Consolidated Sales,Clothing,Caps,Cycling Cap,Multi,8/5/2009,8/1/2009,9,5,5,27
Southeast,Consolidated Sales,Accessories,Helmets,Sport-100,Black,8/25/2009,8/1/2009,35,21,4,84
Southeast,Consolidated Sales,Components,Mountain Frames,ML Mountain Frame-W,Silver,8/6/2009,8/1/2009,364,218,5,1092
Northeast,Super Sports Store,Components,Handlebars,LL Road Handlebars,,8/10/2009,8/1/2009,45,27,1,27
Northeast,Super Sports Store,Clothing,Socks,Racing Socks,White,8/3/2009,8/1/2009,9,5,1,5
Northwest,Thorough Parts and Repair Services,Accessories,Helmets,Sport-100,Blue,8/18/2009,8/1/2009,35,21,5,105
Northwest,Thorough Parts and Repair Services,Accessories,Bottles and Cages,Water Bottle,,8/28/2009,8/1/2009,5,3,4,12
Northwest,Thorough Parts and Repair Services,Components,Road Frames,LL Road Frame,Black,8/4/2009,8/1/2009,337,202,5,1012
Northwest,Thorough Parts and Repair Services,Components,Road Frames,ML Road Frame-W,Yellow,8/31/2009,8/1/2009,595,357,2,714
Northwest,Thorough Parts and Repair Services,Components,Road Frames,HL Road Frame,Red,8/15/2009,8/1/2009,1432,859,4,3436
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-250,Black,8/9/2009,8/1/2009,2443,1466,6,8796
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-350-W,Yellow,8/16/2009,8/1/2009,1701,1021,3,3062
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-550-W,Yellow,8/3/2009,8/1/2009,1120,672,9,6051
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-550-W,Yellow,8/12/2009,8/1/2009,1120,672,6,4034
Northwest,Thorough Parts and Repair Services,Components,Pedals,LL Road Pedal,Silver/Black,8/5/2009,8/1/2009,40,24,5,121
Northwest,Thorough Parts and Repair Services,Components,Pedals,ML Road Pedal,Silver/Black,8/15/2009,8/1/2009,62,37,4,149
Northwest,Thorough Parts and Repair Services,Accessories,Hydration Packs,Hydration Pack,Silver,8/21/2009,8/1/2009,55,33,7,231
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-250,Black,8/23/2009,8/1/2009,2443,1466,7,10262
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-350-W,Yellow,8/6/2009,8/1/2009,1701,1021,4,4082
Northwest,Thorough Parts and Repair Services,Accessories,Helmets,Sport-100,Red,8/21/2009,8/1/2009,35,21,1,21
Northwest,Thorough Parts and Repair Services,Components,Road Frames,HL Road Frame,Red,8/23/2009,8/1/2009,1432,859,3,2577
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-250,Black,8/8/2009,8/1/2009,2443,1466,4,5864
Northwest,Thorough Parts and Repair Services,Components,Road Frames,ML Road Frame-W,Yellow,8/22/2009,8/1/2009,595,357,4,1428
Northwest,Thorough Parts and Repair Services,Components,Road Frames,ML Road Frame-W,Yellow,8/5/2009,8/1/2009,595,357,6,2141
Northwest,Thorough Parts and Repair Services,Components,Pedals,HL Road Pedal,Silver/Black,8/26/2009,8/1/2009,81,49,9,437
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-750,Black,8/8/2009,8/1/2009,540,324,6,1944
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,8/6/2009,8/1/2009,50,30,5,150
Northwest,Thorough Parts and Repair Services,Clothing,Gloves,Half-Finger Gloves,Black,8/9/2009,8/1/2009,24,15,8,118
Northwest,Thorough Parts and Repair Services,Clothing,Vests,Classic Vest,Blue,8/26/2009,8/1/2009,64,37,13,479
Northwest,Thorough Parts and Repair Services,Accessories,Cleaners,Bike Wash,,8/4/2009,8/1/2009,8,5,9,43
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-350-W,Yellow,8/10/2009,8/1/2009,1701,1021,5,5103
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-550-W,Yellow,8/16/2009,8/1/2009,1120,650,11,7149
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,8/17/2009,8/1/2009,50,30,2,60
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/16/2009,8/1/2009,54,31,12,376
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-250,Black,8/26/2009,8/1/2009,2443,1466,9,13194
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/6/2009,8/1/2009,54,32,1,32
Northwest,Thorough Parts and Repair Services,Accessories,Helmets,Sport-100,Black,8/16/2009,8/1/2009,35,21,4,84
Northwest,Thorough Parts and Repair Services,Clothing,Socks,Racing Socks,White,8/27/2009,8/1/2009,9,5,10,54
Northwest,Thorough Parts and Repair Services,Components,Road Frames,LL Road Frame,Black,8/26/2009,8/1/2009,337,202,4,809
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/15/2009,8/1/2009,54,32,5,162
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-750,Black,8/26/2009,8/1/2009,540,324,5,1620
Northwest,Thorough Parts and Repair Services,Accessories,Bike Racks,Hitch Rack - 4-Bike,,8/2/2009,8/1/2009,120,72,4,288
Northwest,Thorough Parts and Repair Services,Clothing,Vests,Classic Vest,Blue,8/24/2009,8/1/2009,64,38,6,229
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-750,Black,8/6/2009,8/1/2009,540,324,4,1296
Northwest,Thorough Parts and Repair Services,Components,Saddles,HL Road Seat/Saddle 2,,8/22/2009,8/1/2009,53,32,5,158
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-250,Red,8/13/2009,8/1/2009,2443,1466,3,4398
Northwest,Thorough Parts and Repair Services,Clothing,Gloves,Half-Finger Gloves,Black,8/4/2009,8/1/2009,24,15,3,44
Northwest,Thorough Parts and Repair Services,Components,Handlebars,HL Road Handlebars,,8/11/2009,8/1/2009,120,72,4,289
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-550-W,Yellow,8/7/2009,8/1/2009,1120,672,6,4034
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-750,Black,8/29/2009,8/1/2009,540,324,8,2592
Northwest,Thorough Parts and Repair Services,Clothing,Caps,Cycling Cap,Multi,8/15/2009,8/1/2009,9,5,6,32
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-550-W,Yellow,8/23/2009,8/1/2009,1120,672,4,2689
Northwest,Thorough Parts and Repair Services,Components,Road Frames,HL Road Frame,Black,8/12/2009,8/1/2009,1432,859,3,2577
Northwest,Thorough Parts and Repair Services,Clothing,Socks,Racing Socks,White,8/24/2009,8/1/2009,9,5,14,73
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-350-W,Yellow,8/23/2009,8/1/2009,1701,1021,8,8165
Southwest,Satin Finish Company,Components,Derailleurs,Rear Derailleur,Silver,8/16/2009,8/1/2009,121,73,2,146
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Black,8/19/2009,8/1/2009,540,324,5,1620
Southwest,Satin Finish Company,Components,Mountain Frames,ML Mountain Frame-W,Silver,8/21/2009,8/1/2009,364,218,3,655
Southwest,Satin Finish Company,Components,Cranksets,LL Crankset,Black,8/4/2009,8/1/2009,175,105,5,526
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Black,8/25/2009,8/1/2009,250,150,1,150
Southwest,Satin Finish Company,Components,Saddles,LL Mountain Seat/Saddle 2,,8/26/2009,8/1/2009,27,16,1,16
Southwest,Satin Finish Company,Components,Mountain Frames,HL Mountain Frame,Silver,8/4/2009,8/1/2009,1365,819,2,1637
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Black,8/18/2009,8/1/2009,540,324,2,648
Southwest,Satin Finish Company,Components,Mountain Frames,ML Mountain Frame-W,Silver,8/24/2009,8/1/2009,364,218,1,218
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Black,8/17/2009,8/1/2009,250,150,4,599
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Silver,8/19/2009,8/1/2009,565,339,4,1356
Southwest,Satin Finish Company,Components,Mountain Frames,ML Mountain Frame-W,Silver,8/11/2009,8/1/2009,364,218,4,874
Southwest,Satin Finish Company,Clothing,Shorts,Women's Mountain Shorts,Black,8/21/2009,8/1/2009,70,42,6,252
Southwest,Satin Finish Company,Clothing,Shorts,Women's Mountain Shorts,Black,8/12/2009,8/1/2009,70,42,1,42
Southwest,Satin Finish Company,Components,Derailleurs,Front Derailleur,Silver,8/16/2009,8/1/2009,91,55,6,329
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Black,8/22/2009,8/1/2009,250,150,1,150
Southwest,Satin Finish Company,Components,Handlebars,HL Mountain Handlebars,,8/19/2009,8/1/2009,120,72,1,72
Southwest,Satin Finish Company,Components,Pedals,LL Mountain Pedal,Silver/Black,8/28/2009,8/1/2009,40,24,5,121
Southwest,Satin Finish Company,Components,Cranksets,HL Crankset,Black,8/19/2009,8/1/2009,405,243,2,486
Southwest,Satin Finish Company,Components,Mountain Frames,ML Mountain Frame-W,Silver,8/10/2009,8/1/2009,364,218,6,1311
Southwest,Satin Finish Company,Components,Handlebars,LL Mountain Handlebars,,8/21/2009,8/1/2009,45,27,2,53
Southwest,Satin Finish Company,Components,Brakes,Front Brakes,Silver,8/23/2009,8/1/2009,107,64,2,128
Southwest,Satin Finish Company,Components,Saddles,HL Mountain Seat/Saddle 2,,8/16/2009,8/1/2009,53,32,1,32
Southwest,Satin Finish Company,Components,Mountain Frames,HL Mountain Frame,Silver,8/8/2009,8/1/2009,1365,819,1,819
Southwest,Satin Finish Company,Components,Brakes,Rear Brakes,Silver,8/25/2009,8/1/2009,107,64,4,256
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Black,8/24/2009,8/1/2009,250,150,5,749
Southwest,Satin Finish Company,Components,Mountain Frames,HL Mountain Frame,Black,8/22/2009,8/1/2009,1350,810,2,1620
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-200,Black,8/26/2009,8/1/2009,2295,1377,2,2754
Southwest,Satin Finish Company,Components,Chains,Chain,Silver,8/28/2009,8/1/2009,20,12,4,49
Southwest,Satin Finish Company,Components,Pedals,ML Mountain Pedal,Silver/Black,8/31/2009,8/1/2009,62,37,1,37
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Silver,8/21/2009,8/1/2009,264,158,7,1109
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Silver,8/20/2009,8/1/2009,565,339,1,339
Southwest,Satin Finish Company,Components,Pedals,HL Mountain Pedal,Silver/Black,8/4/2009,8/1/2009,81,49,2,97
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-200,Black,8/2/2009,8/1/2009,2295,1377,3,4131
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Silver,8/20/2009,8/1/2009,264,158,2,317
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-400-W,Silver,8/9/2009,8/1/2009,769,462,2,923
Southwest,Satin Finish Company,Components,Mountain Frames,HL Mountain Frame,Silver,8/7/2009,8/1/2009,1365,819,2,1637
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Silver,8/12/2009,8/1/2009,264,158,7,1109
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Black,8/23/2009,8/1/2009,250,150,8,1199
Southwest,Satin Finish Company,Components,Mountain Frames,LL Mountain Frame,Silver,8/2/2009,8/1/2009,264,158,1,158
Southwest,Satin Finish Company,Components,Bottom Brackets,LL Bottom Bracket,,8/16/2009,8/1/2009,54,32,2,65
Southwest,Satin Finish Company,Components,Bottom Brackets,HL Bottom Bracket,,8/15/2009,8/1/2009,121,73,5,364
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Silver,8/9/2009,8/1/2009,565,339,2,678
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-200,Silver,8/1/2009,8/1/2009,2320,1392,2,2784
Southwest,Satin Finish Company,Bikes,Mountain Bikes,Mountain-500,Silver,8/7/2009,8/1/2009,565,339,3,1017
Southwest,Sheet Metal Manufacturing,Clothing,Vests,Classic Vest,Blue,8/31/2009,8/1/2009,64,38,3,114
Southwest,Sheet Metal Manufacturing,Components,Road Frames,HL Road Frame,Black,8/19/2009,8/1/2009,1432,859,1,859
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-250,Red,8/29/2009,8/1/2009,2443,1466,3,4398
Southwest,Sheet Metal Manufacturing,Clothing,Caps,Cycling Cap,Multi,8/14/2009,8/1/2009,9,5,4,22
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-250,Black,8/21/2009,8/1/2009,2443,1466,3,4398
Southwest,Sheet Metal Manufacturing,Components,Saddles,HL Road Seat/Saddle 2,,8/6/2009,8/1/2009,53,32,2,63
Southwest,Sheet Metal Manufacturing,Components,Pedals,LL Road Pedal,Silver/Black,8/2/2009,8/1/2009,40,24,2,49
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-250,Black,8/8/2009,8/1/2009,2443,1466,4,5864
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-350-W,Yellow,8/8/2009,8/1/2009,1701,1021,4,4082
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-750,Black,8/18/2009,8/1/2009,540,324,3,972
Southwest,Sheet Metal Manufacturing,Accessories,Hydration Packs,Hydration Pack,Silver,8/9/2009,8/1/2009,55,33,7,231
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-250,Black,8/4/2009,8/1/2009,2443,1466,6,8796
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/30/2009,8/1/2009,54,32,6,194
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-550-W,Yellow,8/3/2009,8/1/2009,1120,672,3,2017
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-550-W,Yellow,8/16/2009,8/1/2009,1120,672,5,3361
Southwest,Sheet Metal Manufacturing,Components,Handlebars,LL Road Handlebars,,8/20/2009,8/1/2009,45,27,2,53
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/21/2009,8/1/2009,54,32,7,227
Southwest,Sheet Metal Manufacturing,Accessories,Helmets,Sport-100,Red,8/31/2009,8/1/2009,35,21,5,105
Southwest,Sheet Metal Manufacturing,Clothing,Vests,Classic Vest,Blue,8/20/2009,8/1/2009,64,37,14,516
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/23/2009,8/1/2009,54,32,10,324
Southwest,Sheet Metal Manufacturing,Accessories,Tires and Tubes,Patch kit,,8/5/2009,8/1/2009,2,1,2,3
Southwest,Sheet Metal Manufacturing,Accessories,Bottles and Cages,Water Bottle,,8/9/2009,8/1/2009,5,3,4,12
Southwest,Sheet Metal Manufacturing,Components,Pedals,ML Road Pedal,Silver/Black,8/6/2009,8/1/2009,62,37,4,149
Southwest,Sheet Metal Manufacturing,Components,Road Frames,LL Road Frame,Black,8/10/2009,8/1/2009,337,202,2,405
Southwest,Sheet Metal Manufacturing,Accessories,Bike Racks,Hitch Rack - 4-Bike,,8/16/2009,8/1/2009,120,72,8,576
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-350-W,Yellow,8/24/2009,8/1/2009,1701,1021,3,3062
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-250,Black,8/8/2009,8/1/2009,2443,1466,4,5864
Southwest,Sheet Metal Manufacturing,Accessories,Helmets,Sport-100,Black,8/24/2009,8/1/2009,35,21,2,42
Southwest,Sheet Metal Manufacturing,Components,Road Frames,ML Road Frame-W,Yellow,8/28/2009,8/1/2009,595,357,2,714
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,8/15/2009,8/1/2009,50,30,6,180
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-750,Black,8/17/2009,8/1/2009,540,324,3,972
Southwest,Sheet Metal Manufacturing,Clothing,Gloves,Half-Finger Gloves,Black,8/28/2009,8/1/2009,24,15,4,59
Southwest,Sheet Metal Manufacturing,Clothing,Socks,Racing Socks,White,8/17/2009,8/1/2009,9,5,24,119
Southwest,Sheet Metal Manufacturing,Components,Road Frames,ML Road Frame-W,Yellow,8/17/2009,8/1/2009,595,357,4,1428
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,8/10/2009,8/1/2009,50,30,4,120
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-750,Black,8/13/2009,8/1/2009,540,324,8,2592
Southwest,Sheet Metal Manufacturing,Components,Handlebars,HL Road Handlebars,,8/29/2009,8/1/2009,120,72,1,72
Southwest,Sheet Metal Manufacturing,Clothing,Gloves,Half-Finger Gloves,Black,8/12/2009,8/1/2009,24,15,3,44
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-350-W,Yellow,8/4/2009,8/1/2009,1701,1021,3,3062
Southwest,Sheet Metal Manufacturing,Components,Pedals,HL Road Pedal,Silver/Black,8/21/2009,8/1/2009,81,49,3,146
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-550-W,Yellow,8/17/2009,8/1/2009,1120,672,4,2689
Southwest,Sheet Metal Manufacturing,Components,Road Frames,ML Road Frame-W,Yellow,8/25/2009,8/1/2009,595,357,3,1071
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-750,Black,8/24/2009,8/1/2009,540,324,4,1296
Southwest,Sheet Metal Manufacturing,Components,Road Frames,HL Road Frame,Red,8/7/2009,8/1/2009,1432,859,1,859
Southwest,Sheet Metal Manufacturing,Components,Road Frames,HL Road Frame,Red,8/15/2009,8/1/2009,1432,859,3,2577
Southwest,Sheet Metal Manufacturing,Clothing,Socks,Racing Socks,White,8/12/2009,8/1/2009,9,5,9,49
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-550-W,Yellow,8/11/2009,8/1/2009,1120,672,3,2017
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-350-W,Yellow,8/15/2009,8/1/2009,1701,1021,1,1021
Southwest,Sheet Metal Manufacturing,Accessories,Helmets,Sport-100,Blue,8/3/2009,8/1/2009,35,21,8,168
Southwest,Sheet Metal Manufacturing,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,8/11/2009,8/1/2009,50,30,6,180
Southwest,Sheet Metal Manufacturing,Accessories,Cleaners,Bike Wash,,8/10/2009,8/1/2009,8,5,1,5
Southwest,Sheet Metal Manufacturing,Components,Road Frames,LL Road Frame,Black,8/15/2009,8/1/2009,337,202,2,405
Southwest,Sheet Metal Manufacturing,Bikes,Road Bikes,Road-550-W,Yellow,8/11/2009,8/1/2009,1120,672,6,4034
Southeast,Leading Bike Distributors,Bikes,Road Bikes,Road-350-W,Yellow,8/7/2009,8/1/2009,1701,1021,1,1021
Southeast,Leading Bike Distributors,Accessories,Cleaners,Bike Wash,,8/10/2009,8/1/2009,8,5,2,10
Southeast,Leading Bike Distributors,Accessories,Bike Racks,Hitch Rack - 4-Bike,,8/3/2009,8/1/2009,120,72,3,216
Southeast,Leading Bike Distributors,Components,Pedals,LL Road Pedal,Silver/Black,8/24/2009,8/1/2009,40,24,5,121
Southeast,Leading Bike Distributors,Clothing,Caps,Cycling Cap,Multi,8/25/2009,8/1/2009,9,5,4,22
Southeast,Leading Bike Distributors,Components,Road Frames,LL Road Frame,Black,8/27/2009,8/1/2009,337,202,3,607
Southeast,Leading Bike Distributors,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/25/2009,8/1/2009,54,32,4,130
Southeast,Leading Bike Distributors,Clothing,Vests,Classic Vest,Blue,8/8/2009,8/1/2009,64,38,4,152
Southeast,Leading Bike Distributors,Components,Pedals,ML Road Pedal,Silver/Black,8/12/2009,8/1/2009,62,37,3,112
Southeast,Leading Bike Distributors,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,8/19/2009,8/1/2009,50,30,4,120
Southeast,Leading Bike Distributors,Components,Pedals,HL Road Pedal,Silver/Black,8/31/2009,8/1/2009,81,49,4,194
Southeast,Leading Bike Distributors,Accessories,Helmets,Sport-100,Black,8/26/2009,8/1/2009,35,21,2,42
Southeast,Leading Bike Distributors,Accessories,Bottles and Cages,Water Bottle,,8/3/2009,8/1/2009,5,3,2,6
Southeast,Leading Bike Distributors,Clothing,Socks,Racing Socks,White,8/2/2009,8/1/2009,9,5,2,11
Southeast,Leading Bike Distributors,Accessories,Helmets,Sport-100,Red,8/2/2009,8/1/2009,35,21,4,84
Southeast,Leading Bike Distributors,Accessories,Helmets,Sport-100,Blue,8/14/2009,8/1/2009,35,21,5,105
Southeast,Leading Bike Distributors,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,8/24/2009,8/1/2009,54,32,7,227
